Identifier,Index,Chemical Name,Structure File,Coord Atoms,Freq,rsmd
JADPIR,1,"bis(amino(hydrazino)methaniminium) N3,N6-bis(N'-nitrocarbamimidoyl)-1,2,4,5-tetrazine-3,6-diaminide",JADPIR.mol,"[7, 14]",1,0.555514818374152
KABMUX,1,"N'-(2-Hydroxy-1,2-diphenylethylidene)benzohydrazide",KABMUX.mol,"[2, 3]",1,0.555567973546926
COSHUP,1,2-Cyclopropyl-2-oxo-N-phenylacetamide,COSHUP.mol,"[4, 0]",1,0.5555947831289727
OXAMID04,1,oxalamide,OXAMID04.mol,"[3, 7]",1,0.5556056442089609
NEHBIO,1,"ethyl hydroxy(5-oxo-2,5-dihydrofuran-2-yl)phenylacetate",NEHBIO.mol,"[29, 28]",1,0.555665900061838
MISCAT,1,"3,5-Dihydroxy-N'-(2-hydroxybenzylidene)benzohydrazide monohydrate",MISCAT.mol,"[0, 4]",1,0.5557724445984404
METXAN,1,N-(pyridin-3-yl)pyridine-2-carboxamide,METXAN.mol,"[15, 2]",1,0.5558133366717499
CABXAH,1,4-(dimethylamino)-N'-(2-hydroxy-5-methylbenzylidene)benzohydrazide,CABXAH.mol,"[0, 5]",1,0.5558496749538905
QAGLAP,1,"N',2-bis[1-(pyrazin-2-yl)ethylidene]hydrazine-1-carbohydrazonamide",QAGLAP.mol,"[2, 5]",1,0.5558638092917803
TILSIS,1,"Ammonium 5-(5-azido-1H-1,2,4-triazol-3-yl)-1H-tetrazol-1-olate monohydrate",TILSIS.mol,"[2, 0]",1,0.5558647012820588
YADSII,1,"hexahydrospiro[1,3-benzodioxole-2,1'-cyclohexane]-4,5,6,7-tetrol dihydrate",YADSII.mol,"[2, 3]",1,0.5558818029861068
COMFAL,1,"Ethyl 1-ethyl-7-methoxy-3,4-dioxo-2-phenanthrenecarboxylate",COMFAL.mol,"[21, 22]",1,0.555918882617182
EBAMOM,1,"[1,3,2]benzodiazaborinino[2,3-a][2,3,1]benzodiazaborinin-8(13H)-one",EBAMOM.mol,"[1, 28]",1,0.5559581805545715
WOGGIK,1,2-(amino(pyrazin-2-yl)methylene)-N-methylhydrazinecarbothioamide dihydrate,WOGGIK.mol,"[1, 7]",1,0.55598254506225
BACSEH,1,"7-hydroxy-3-methoxy-2-(pent-1-en-1-yl)-6,7-dihydropyrano[2,3-c]pyrrole-4,5-dione",BACSEH.mol,"[1, 0]",1,0.5560124144949525
KALLAL,1,"4-Isopropyl-4H-3-oxo-1,9a,10-triaza-anthracen-9-one",KALLAL.mol,"[28, 29]",1,0.5560174034583024
ROMNEN,1,"2-(2-Furyl)-1H-imidazo(4,5-f)(1,10)phenanthroline-3,7-diium dichloride monohydrate",ROMNEN.mol,"[26, 17]",1,0.5560319813342351
FOYVAT,1,"3,5-dihydroxy-8-methoxy-4a,10-dimethyl-3,4,4a,5,9,9a-hexahydro-5,9,3-(ethane[1,1,2]triyl)cyclohepta[c]pyran-1,6,11-trione",FOYVAT.mol,"[8, 6]",1,0.5560472194029568
YARYAS,1,3-Hydroxysalicylaldehyde 2-furoylhydrazone,YARYAS.mol,"[4, 2]",1,0.5560556473803504
POVLUJ,1,"di-potassium 5,5'-(1,2,5-oxadiazole-3,4-diyl)bis(1H-tetrazol-1-olate) dihydrate",POVLUJ.mol,"[7, 0]",1,0.5560580755443664
AVUTUG03,1,"1-Propionamido-2-acetamido-1,2-dideoxy-β-D-glucopyranose monohydrate",AVUTUG03.mol,"[4, 6]",1,0.5560816914100513
DUBHIR,1,"2,3-Difluoro-2,3-dideoxy-β-D-mannopyranose",DUBHIR.mol,"[2, 3]",1,0.5561162857924755
QAQMUS,1,N-(1-Benzylpyridin-4(1H)-ylidene)pyridine-2-carboxamide,QAQMUS.mol,"[33, 36]",1,0.5561241902088288
DALZEW,1,2-(Diphenylphosphino)picolinamide sulfide,DALZEW.mol,"[6, 2]",1,0.5561553863054288
UGOMOS,1,"1,1'-Azinodiphthalazine",UGOMOS.mol,"[17, 1]",1,0.5561575466460904
ILESAV,1,"N'-(Tricyclo[3.3.1.13,7]decan-2-ylidene)nicotinohydrazide",ILESAV.mol,"[1, 0]",1,0.5562860394837427
MUXGIX,1,"4-(5-amino-1,3,4-oxadiazol-2-yl)-1,2,5-oxadiazol-3-amine",MUXGIX.mol,"[5, 13]",1,0.55629996102494
QUYJAW,1,N'-(1-(2-Hydroxyphenyl)ethylidene)-2-methoxybenzohydrazide,QUYJAW.mol,"[0, 4]",1,0.556311886119621
HIHHIS,1,2-[(2-aminopyridin-3-yl)methylidene]-N-methylhydrazine-1-carbothioamide,HIHHIS.mol,"[1, 2]",1,0.5563392470382272
UREPAJ,1,"2,6-Diaminopyridinium tetraphenylborate 1,2-bis(5,7-dimethyl-1,8-naphthyridin-2-yl)diazene",UREPAJ.mol,"[40, 42]",1,0.5563415799962204
LEHPOE,1,"(S)-Methyl 6,7,8,9,10,11-hexahydro-1,6-dimethyl-10,11-dioxophenanthro(1,2-b)furan-6-carboxylate",LEHPOE.mol,"[1, 2]",1,0.556348313870904
VUNYAG,1,"3-hydroxy-2,2-dimethyl-3,4-dihydro-2H-benzo[h]chromene-5,6-dione",VUNYAG.mol,"[13, 20]",1,0.5563616988828992
WUKQIC,1,2-Acetylpyridine benzoylhydrazone,WUKQIC.mol,"[15, 19]",1,0.5564013016817598
GIRWAH,1,"trans-Methyl 5-(3-methoxy-3-oxoprop-1-en-2-yl)-4-phenyl-4,5-dihydro-1,2-oxazole-3-carboxylate 2-oxide",GIRWAH.mol,"[1, 2]",1,0.5564207022773973
EFODIN,1,"(8-Hydroxy-2,3,6,7-tetrahydro-1H,5H-pyrido[3,2,1-ij]quinolin-9-yl)(4-methylphenyl)methanone",EFODIN.mol,"[11, 4]",1,0.556447705016097
QUDPOW,1,bis(Hydrazinium) 5-(1-oxidotetrazol-5-yl)tetrazolate,QUDPOW.mol,"[8, 0]",1,0.5565487097767853
WEQCON,1,4-t-butyl-N'-[(2-hydroxynaphthalen-1-yl)methylidene]benzohydrazide,WEQCON.mol,"[3, 2]",1,0.5565733576253041
BEZTIJ,1,"1-(1'-Hydroxy-1'-methyl-2'-benzoyloxy)-ethyl-1-hydroxy-2,2,6-trimethylcyclohexane",BEZTIJ.mol,"[2, 10]",1,0.5565964520975565
QIYPOF,1,"9,10,11,12,13,14-hexahydro-6H,7H,8H-5-oxa-7a,10a-diazacyclohepta[1,2,3-no]tetraphene-6,7-dione",QIYPOF.mol,"[2, 1]",1,0.5566225541570478
JATCUD,1,"(2S,3R)-2-Hydroxy-3-methyl-4-methylene-N-phenylhexanamide",JATCUD.mol,"[31, 33]",1,0.5566290372834166
MEGDUY,1,Pyrazinamide-4-N-oxide,MEGDUY.mol,"[0, 6]",1,0.5566862735936104
FOWFII,1,5-((Amino(iminio)methyl)carbonohydrazonoyl)furan-2-sulfonate monohydrate,FOWFII.mol,"[8, 11]",1,0.5566943629190798
IYIKAC,1,"(1S,2S,3R,4S,5S,6S)-1-Fluoro-2-O-methyl-cyclohexane-2,3,4,5,6-pentol",IYIKAC.mol,"[2, 4]",1,0.5567165988051681
QOXLAT,1,"methyl 9-(acetyloxy)-1,2-dimethyl-4-oxo-6-phenyl-7-thia-1-azaspiro[4.4]non-2-ene-3-carboxylate",QOXLAT.mol,"[3, 1]",1,0.5567293699304134
RIHNAA,1,5-(azidomethyl)quinolin-8-ol,RIHNAA.mol,"[0, 15]",1,0.556730465298165
YEJKED,1,"Dimethyl N,N'-oxamidodiethanoate",YEJKED.mol,"[12, 15]",1,0.5567335087012902
QEPJON,1,"bis(1-(dihydrazinylmethylidene)hydrazinium) 1,1,3,3-tetranitropropane-1,3-diide",QEPJON.mol,"[10, 7]",1,0.5568184480828356
ROCKUS,1,N-(2-{2-[(2-hydroxy-3-methoxyphenyl)methylidene]hydrazinecarbonyl}phenyl)benzamide,ROCKUS.mol,"[6, 10]",1,0.5568474894198756
CIWWOX,1,"methyl 6,6,7a-trimethyl-2-oxo-3a,4,5,6,7,7a-hexahydro-5,7-methano-2λ5-1,2λ5-benzoxazole-3-carboxylate",CIWWOX.mol,"[4, 3]",1,0.55692292740132
TALWUZ,1,"1,1,2,2-tetrakis(Methoxycarbonyl)ethanol",TALWUZ.mol,"[0, 20]",1,0.5569591714865504
NIPQOU,1,N'-(1-(2-Hydroxyphenyl)ethylidene)pyrazine-2-carbohydrazide,NIPQOU.mol,"[2, 1]",1,0.5570445347251636
TUKDIO,1,"3c,11-difluoro-5b-glycoloyl-4-hydroxy-3b,5a,7,7-tetramethyl-3b,3c,4,5,5a,5b,8a,9,9a,9b,10,11-dodecahydrocyclopenta[2'',3'']cyclopropa[1'',2'':3',4']benzo[1',2':4,5]indeno[1,2-d][1,3]dioxol-3(3aH)-one",TUKDIO.mol,"[3, 9]",1,0.5570598637400341
GARBOS,1,"1,4-Di-t-butyl (2R,3R)-2-(((2E)-3-[4-(acetyloxy)phenyl]prop-2-enoyl)oxy)-3-hydroxybutanedioate",GARBOS.mol,"[3, 9]",1,0.557076947971989
SIHNIH01,1,2-((4-Hydroxyphenyl)ethyl)-O-β-D-glucopyranoside,SIHNIH01.mol,"[1, 3]",1,0.5570831164930641
ULABAM,1,"3,5-dimethyl-N'-nitro-1H-pyrazole-1-carboximidamide",ULABAM.mol,"[3, 4]",1,0.5571116918924542
ADUYUU,1,1-(1-Amino-1-(N'-(1-phenyl-(E)-ethylidene)hydrazino)-(Z)-methylidene)-3-phenyl-thiourea,ADUYUU.mol,"[1, 4]",1,0.5571270008367113
SABNES,1,"N-(5-methyl-1,3,4-thiadiazol-2(3H)-ylidene)-4-[2-(2,4,6-trioxotetrahydropyrimidin-5(2H)-ylidene)hydrazinyl]benzene-1-sulfonamide N,N-dimethylformamide solvate",SABNES.mol,"[13, 6]",1,0.5571327225004236
XAVWOI,1,"(-)-7-Hydroxy-2,3,3,9-tetramethyl-2,3-dihydronaphtho[1,2-b]furan-4,5-dione",XAVWOI.mol,"[31, 32]",1,0.5572024035855732
NOHROT,1,"ethyl 4-((benzyloxy)methyl)-6-methoxy-3a,4,6,6a-tetrahydrofuro[3,4-d][1,2]oxazole-3-carboxylate 2-oxide",NOHROT.mol,"[6, 4]",1,0.5572967290767947
XOKFOS,1,"rac-(1'R*,3'R*)-(3'β,3'aβ,6'aβ)-3'a,6'a-Dihydro-3'-(hydroxymethyl)-5'-phenyl-spiro(2H-indene-2,1'-(2'H-pyrrolo(3,4-c)pyrrole))-1,4',6'(3'H,5'H)-trione",XOKFOS.mol,"[37, 40]",1,0.5572969508186126
DUYZAZ,1,"3,6-Di-t-butyl-1,2-benzoquinone",DUYZAZ.mol,"[0, 1]",1,0.5573450885741272
EZEDEU,1,"benzo[b]phenanthridine-7,12-dione",EZEDEU.mol,"[28, 26]",1,0.5573473239535923
HUQRAN01,1,"1-benzyl-3-(2-hydroxyphenyl)-1,3-dihydro-2H-indol-2-one",HUQRAN01.mol,"[3, 0]",1,0.5574478325350751
REKBUE01,1,"N,N'-Oxalyldiglycine",REKBUE01.mol,"[0, 13]",1,0.5574497466542838
ZIBYUE,1,"Ethyl 4-(4-t-butoxycarbonyl-1-piperazinyl)-5-fluoro-2,3-dihydro-1-methyl-2,7-dioxo-1H,7H-pyrido(3,2,1-ij)cinnoline-8-carboxylate",ZIBYUE.mol,"[4, 5]",1,0.557464441348199
EGOBIO,1,(Z)-3-[(t-butoxycarbonyl)amino]prop-2-enoic acid,EGOBIO.mol,"[16, 23]",1,0.5574752988882135
FOXJOT,1,"diaminomethaniminium 5-(5-amino-3-nitro-1H-1,2,4-triazol-1-yl)tetrazol-2-ide hemihydrate",FOXJOT.mol,"[10, 5]",1,0.5574789575566326
KECZEZ,1,"1-Amino-9,10-dimethyl-3-phenyl-5,6-dihydro-13H-[1]benzoxepino[4',5':5,6]pyrano[4,3-d]pyrimidin-13-one",KECZEZ.mol,"[1, 5]",1,0.5574841789605626
AMNPQH10,1,"4-Amino-1,2-naphthoquinone hemihydrate",AMNPQH10.mol,"[18, 19]",1,0.5575043589504233
CIGMUB,1,"Pyrimidine-4,6-dicarboxylic acid dihydrate",CIGMUB.mol,"[0, 13]",1,0.5575540083034479
YUNDES,1,diethyl (benzoyl(phenyl)carbonohydrazonoyl)phosphonate,YUNDES.mol,"[30, 34]",1,0.5575691903519998
NECFEI,1,3-(Cyclohexylmethoxy)-6-(cyclohexylsulfamoyl)-9H-β-carboline-1-carboxamide,NECFEI.mol,"[1, 13]",1,0.557577398003249
DZURID,1,3-Deaza-uridine,DZURID.mol,"[26, 27]",1,0.5576027815556779
EGUPON,1,"6-(dodecylamino)-4-(dodecyliminio)-3-oxocyclohexa-1,5-dien-1-olate methanol solvate",EGUPON.mol,"[4, 1]",1,0.557620945778848
VAZTEY,1,"N'-((3',6'-dihydroxy-3-oxo-3H-spiro[2-benzofuran-1,9'-xanthen]-4'-yl)methylidene)pyridine-4-carbohydrazide dimethyl sulfoxide solvate",VAZTEY.mol,"[8, 7]",1,0.5576233845532376
VIMHEE10,1,bis(Nitratopropyl)oxamide,VIMHEE10.mol,"[3, 19]",1,0.5576237602783313
EXIFEW,1,"4,4,5,5-Tetramethyl-4,5-dihydro-1H-imidazole-3-oxide-1-oxyl-2-carboxylic acid amide radical",EXIFEW.mol,"[21, 25]",1,0.5576990887132143
CADDOE,1,"2,2'-(hydrazinediylidenedimethanylylidene)bis(3-aminopyridinium) bis(chloride) dihydrate",CADDOE.mol,"[6, 9]",1,0.5577017556309914
CAHPAD,1,"t-Butyloxycarbonyl-leucyl-(α,α-di-n-propylglycine)-valine methyl ester",CAHPAD.mol,"[24, 15]",1,0.5577312566102223
ZIDLUV,1,"1,3-Dimethyl-1H-imidazo[4,5-f][1,10]phenanthrolin-3-ium iodide dimethyl sulfoxide solvate",ZIDLUV.mol,"[17, 10]",1,0.5577562364391451
LAYDIB,1,"2,5-dimethyl-3-oxo-1-propyl-2,3-dihydro-1H-pyrrole-2,4-dicarboxamide",LAYDIB.mol,"[0, 4]",1,0.5578072688731837
SUNBOS,1,7β-D-Glucopyranosyladenine monohydrate,SUNBOS.mol,"[11, 12]",1,0.5578395738585341
JOCVIH,1,"(1R,6S,7R,8R,8aR)-1-(Hydroxymethyl)-6,7,8-trihydroxyindolizidine",JOCVIH.mol,"[0, 2]",1,0.5578799094383878
LUKCEB,1,"bis(Hydroxyammonium) 5,5-bitetrazole-1,2-dioxide monohydrate",LUKCEB.mol,"[9, 0]",1,0.5578979884934986
CEGQEM,1,4-Dimethylamino-N'-(2-hydroxy-4-methoxybenzylidene)benzohydrazide methanol solvate,CEGQEM.mol,"[0, 5]",1,0.5579286681335592
PIWCAA,1,"2,7-Diformyl-3,6-dihydroxyphenanthrene-9,10-quinone dimethylsulfoxide solvate",PIWCAA.mol,"[28, 29]",1,0.557939717340217
XUYRUG,1,"4-(1-ethyl-1H-benzimidazol-2-yl)-1,2,5-oxadiazol-3-amine",XUYRUG.mol,"[7, 3]",1,0.5580006355772139
KERWIO,1,"Pyridine-2,6-dicarbohydrazide",KERWIO.mol,"[10, 13]",1,0.5580534405254786
DUSHAB,1,"Amino(5-(2-[amino(iminio)methyl]hydrazin-1-yl)-3,5-dimethyl-4,5-dihydro-1H-pyrazol-1-yl)methaniminium dinitrate",DUSHAB.mol,"[1, 12]",1,0.5580907225330943
JUNZAW,1,adamantane-1-carboxylic acid pyridin-2-ylmethylene hydrazide monohydrate,JUNZAW.mol,"[1, 17]",1,0.5581743367119264
SAVBEZ,1,"6-hydroxy-3,3-dimethyl-2-methylene-2,3-dihydronaphtho[1,2-b]furan-4,5-dione",SAVBEZ.mol,"[1, 3]",1,0.5581755336180287
CURKIM,1,3-deoxy-3-fluoro-L-fucose,CURKIM.mol,"[2, 4]",1,0.5582744420298277
AYUVOG,1,(E)-2-([1-Carboxy-2-(1H-indol-3-yl)ethyliminio]methyl)-6-hydroxyphenolate,AYUVOG.mol,"[2, 3]",1,0.558279517309858
VEHCOD,1,"4a,9a-dihydroxy-8-methoxy-1,3,4,4a,9a,10-hexahydroanthracen-9(2H)-one",VEHCOD.mol,"[33, 31]",1,0.5583284977584774
WASBUO,1,Ammonium hydrogen D-saccharate,WASBUO.mol,"[3, 4]",1,0.5583406054803698
PUZCUK,1,N-(1H-Benzimidazol-2-ylmethyl)-2-(2-hydroxybenzylidene)-1-phenylhydrazinecarboxamide ethanol solvate,PUZCUK.mol,"[3, 5]",1,0.5583417150670014
OGOFUO,1,"1-methoxy-6,6,9a-trimethyl-3,4-dioxo-1,3,4,5,5a,6,7,8,9,9a-decahydronaphtho[1,2-c]furan-9-yl N-acetylvalinate",OGOFUO.mol,"[1, 3]",1,0.5583856325501491
IKEBIK,1,[(E)-(1-Phenylethylidene)amino]urea methanol solvate,IKEBIK.mol,"[17, 21]",1,0.5584117574905614
MURDOS,1,3-(Acetylamino)-2-oxo-2H-1-benzopyran,MURDOS.mol,"[4, 1]",1,0.5584302753661035
HIQTEG,1,"3,5-Di-t-butyl-1,2-benzoquinone",HIQTEG.mol,"[0, 1]",1,0.5584910301615037
SEKWIO,1,Tricyclohexylammonium phosphonopyruvate dihydrate,SEKWIO.mol,"[9, 10]",1,0.5585272601866678
BIHKAH,1,"methyl 4-oxo-3,4-dihydroquinazoline-2-carboxylate",BIHKAH.mol,"[3, 1]",1,0.5585297082958627
JOHKIC,1,N-(ammonioacetyl)glycylglycyl-N-(carboxylatomethyl)glycinamide,JOHKIC.mol,"[33, 3]",1,0.5585335195276272
UYOSIM,1,2-(amino(pyrazin-2-yl)methylene)-N-ethylhydrazinecarbothioamide,UYOSIM.mol,"[1, 8]",1,0.5585383606970443
OFOWOW,1,N-(2-Pyridylmethyl)-2-pyrazinecarboxamide,OFOWOW.mol,"[24, 21]",1,0.5586281090910206
PADYEY,1,"Tetramethyl (3R,3aR,12S)-2,3a,4,5,6,9,10,11-octahydro-2-oxocyclo-deca(a)pentalene-1,3,3a,12(3H)-tetracarboxylate",PADYEY.mol,"[0, 5]",1,0.5586393857283971
HILZAF,1,"ethyl 6-methyl-4-oxo-1,4-dihydroquinoline-3-carboxylate",HILZAF.mol,"[0, 1]",1,0.5586770557678741
IQUHOT,1,"2-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]-2,3-dihydro-1H-isoindole-1,3-dione",IQUHOT.mol,"[4, 3]",1,0.5586858434048656
CABWUA,1,4-hydroxy-N'-(2-hydroxy-5-methylbenzylidene)benzohydrazide,CABWUA.mol,"[0, 4]",1,0.558710631434303
XUJTEE,1,5-({bis[(pyridin-2-yl)methyl]amino}methyl)quinolin-8-ol,XUJTEE.mol,"[41, 45]",1,0.5587241569028983
NUPREW,1,"2,4-Dihydroxy-N'-(2-hydroxy-4-methoxybenzylidene)benzohydrazide",NUPREW.mol,"[0, 5]",1,0.5587359061714487
QUJDAB,1,"bis(aminoguanidinium) N,N'-bis(5-amino-1H-tetrazol-1-yl)ethanediamide",QUJDAB.mol,"[8, 18]",1,0.5587470836893647
SEYQAP,1,"2-((2E)-2-(2-Hydroxybenzylidene)hydrazino)-N,N,N-trimethyl-2-oxoethanaminium chloride",SEYQAP.mol,"[2, 0]",1,0.5587636089420916
OQOSOD,1,"Ethyl 6-(3,5-dimethyl-1H-pyrazol-1-yl)-8,9-dihydro-7H-[1,2,4]triazolo[4,3-b][1,2,4,6]tetrazepine-8-carboxylate",OQOSOD.mol,"[7, 8]",1,0.5588245789499187
HAHJAC,1,5-(4'-(Dimethylamino)phenylazo)-8-hydroxyquinoline,HAHJAC.mol,"[0, 4]",1,0.558831242444247
SINZEW,1,"3,5-dihydroxy-N'-(4-nitrobenzylidene)benzohydrazide",SINZEW.mol,"[8, 2]",1,0.5589660503785625
TUBQOW,1,3-(Phenoxy)benzoyl semicarbazone,TUBQOW.mol,"[0, 2]",1,0.5589776869808388
VIDHOI,1,"2,2'-(diazene-1,2-diyl)bis(6-t-butylaniline)",VIDHOI.mol,"[26, 27]",1,0.5589813047176685
WOBPAE,1,3-(3-Aminophthalimido)phthalic acid dihydrate,WOBPAE.mol,"[1, 6]",1,0.5589931313751408
EFAJOM,1,"Ethyl 4-oxo-8-(trifluoromethyl)-1,4-dihydroquinoline-3-carboxylate",EFAJOM.mol,"[3, 4]",1,0.5589947992946649
JOXYIG,1,"9-methylnaphtho[1,8-ef]isoindole-7,8,10(9H)-trione dichloromethane",JOXYIG.mol,"[0, 1]",1,0.5590139307574237
RUXJEZ,1,"5-Isopropenyl-3'-methyl-4,4a',5,9a'-tetrahydro-1'H,3'H-spiro(furan-3,2'-xanthene)-1',2,9'(4'H)-trione",RUXJEZ.mol,"[0, 1]",1,0.5590230247421037
GUXVIF,1,Methyl (Z)-4-(4-(dimethylamino)phenyl)-2-hydroxy-3-nitro-2-(trifluoromethyl)but-3-enoate,GUXVIF.mol,"[5, 6]",1,0.5590317138587926
XAFSIG,1,"4,5-Diazafluorene-9-one salicyloylhydrazone",XAFSIG.mol,"[5, 0]",1,0.559050630688204
ROLPUG,1,"N1,N2-bis(2,4,6-trimethoxyphenyl)ethanediamide",ROLPUG.mol,"[4, 32]",1,0.5590768313092942
WUTWOY,1,3-aminopyridine-2-carbaldehyde thiosemicarbazone,WUTWOY.mol,"[5, 2]",1,0.559090237523231
OJECAH,1,α-Acetyl-α-hydroxy-ε-caprolactone,OJECAH.mol,"[6, 4]",1,0.5591291432545655
SECHUG01,1,"3-(1,2-dihydroxyethyl)-7-hydroxy-5-methoxy-3,4-dimethyl-2-benzofuran-1(3H)-one",SECHUG01.mol,"[2, 8]",1,0.5591397958729988
PUZQAF,1,"6-methyl-3-(pyrazin-2-yl)-1H-[1,2,4]triazolo[4,3-b][1,2,4]triazole monohydrate",PUZQAF.mol,"[18, 20]",1,0.5591451140178321
MARZUA,1,"3-(4,4,5,5-Tetramethyl-3-yloxy-1-oxidoimidazolin-1-ium-2-yl)-5-amino-1,2,4-triazole",MARZUA.mol,"[4, 1]",1,0.5591544296750296
UGEGUI,1,"(5,5-Dimethyl-2-oxoimidazolidin-4-ylidene)acetic acid methyl ester",UGEGUI.mol,"[5, 0]",1,0.5591628443472174
PEMMEZ,1,"6,6a,9,10-Tetrahydro-4H,8H-(1,3)oxazinol(3,2-a)pyrrolo(4,3,2-de)quinoline-2,3-dione monohydrate",PEMMEZ.mol,"[2, 4]",1,0.5591665853635223
MOWCAE,1,"ethyl 4-(4-(benzyloxy)phenyl)-4,5-dihydro-1,2-oxazole-3-carboxylate 2-oxide",MOWCAE.mol,"[1, 4]",1,0.5592327761067527
COQCOB,1,2-(1H-Indol-3-yl)-N-(2-(4-methoxyphenyl)-2-oxoethyl)acetamide,COQCOB.mol,"[26, 20]",1,0.5593020237836437
WOSWUY,1,"Dimethyl 6,6'-(butane-1,4-diyldicarbamoyl)dipyridine-2-carboxylate monohydrate",WOSWUY.mol,"[3, 4]",1,0.5593057747380888
CERZEF,1,"Ethyl 6-oxo-1,6-dihydropyrimidine-5-carboxylate ethyl 4-oxo-1,4-dihydropyrimidine-5-carboxylate",CERZEF.mol,"[17, 18]",1,0.5593654914232028
NAGFIK,1,"(Z)-3,6,6-Trimethylcyclohepta-2,4-diene-1-one semicarbazone",NAGFIK.mol,"[1, 3]",1,0.5594473856369933
GATDAI,1,"6,7-Dihydroxy-8-isopropyl-1,1-dimethyl-1,2,3,4a,5,11a-hexahydro-4H-dibenzo[a,d][7]annulen-4-one",GATDAI.mol,"[1, 3]",1,0.5595443621483566
ZOLXOQ,1,5-{[(2-hydroxyethyl)sulfanyl]methyl}quinolin-8-ol,ZOLXOQ.mol,"[5, 1]",1,0.5595769318667225
IMEXUU,1,"5-Ammonio-6-(((4-methylphenyl)sulfonyl)amino)-1,10-phenanthroline 4-methylbenzenesulfonate acetonitrile solvate",IMEXUU.mol,"[3, 4]",1,0.5595936907186367
TOFZOG,1,12b-hydroxy-dehydroepiandrosterone,TOFZOG.mol,"[2, 1]",1,0.5595999718976318
HUXWII,1,"N-(5-(1,2-dihydroxyethyl)-4-hydroxy-2-(2-oxopropyl)tetrahydrofuran-3-yl)acetamide",HUXWII.mol,"[3, 5]",1,0.5596502534917172
XIBZOY,1,2'-(2-Hydroxy-4-methoxybenzylidene)nicotinohydrazide monohydrate,XIBZOY.mol,"[3, 2]",1,0.5596579291867957
XEBPOM,1,"t-butyl 4-(2-t-butoxy-2-oxoethyl)-5-hydroxy-3-phenyl-4,5-dihydro-1,2-oxazole-5-carboxylate",XEBPOM.mol,"[0, 3]",1,0.5596601530424349
IYIWOC,1,"(1R*,3aR*,9bR*)-1-isopropyl-6-methoxy-3a,8-dimethyl-2,3,3a,4,5,9b-hexahydro-1H-benz(e)inden-4,5-dione",IYIWOC.mol,"[1, 2]",1,0.5596688021196703
TUWDOF,1,"8-Methyl-7,10-diphenyl-5H-benzo[h]pyrazolo[3,4-b]quinoline-5,6(10H)-dione",TUWDOF.mol,"[21, 22]",1,0.5596739927176914
UVOJEV,1,Methyl 1-methyl-2-(pyrazin-2-ylcarbonyl)hydrazinecarbodithioate,UVOJEV.mol,"[20, 18]",1,0.5597092250465243
POTQAT,1,"2-[(2,3-dihydroxynaphthalen-1-yl)methylidene]-5-oxo-3-phenylpyrazolidin-2-ium-1-ide",POTQAT.mol,"[22, 24]",1,0.5597389915075162
COFLIS,1,"1,13,14-Trihydroxypodocarpa-8,11,13-trien-7-one",COFLIS.mol,"[18, 20]",1,0.5597557663246732
PEZPIV,1,"1-(6-Methyl-3-(4-nitrophenyl)-1H-[1,2,4]triazolo[4,3-b][1,2,4]triazol-1-yl)ethanone",PEZPIV.mol,"[22, 28]",1,0.5598123878867827
XIMBAZ,1,4-fluoro-N'-[(4-oxo-4H-1-benzopyran-3-yl)methylidene]benzohydrazide hemihydrate,XIMBAZ.mol,"[3, 2]",1,0.559817628347816
ZUHQAU01,1,(E)-N'-(4-Methoxybenzylidene)pyridine-3-carbohydrazide dihydrate,ZUHQAU01.mol,"[1, 5]",1,0.5598313132456536
VURJAT,1,Tetracenomycin C,VURJAT.mol,"[1, 26]",1,0.5598550174237893
GAVKIA,1,6-cyanopyridine-2-carboxamide,GAVKIA.mol,"[1, 2]",1,0.5598559629848228
RARMII,1,"Methyl 5-(2-cyanoprop-2-en-1-yl)-2-oxo-5-phenyl-2,5-dihydrofuran-3-carboxylate",RARMII.mol,"[3, 2]",1,0.5599002745710411
XINBOM,1,"2-Acetylpyridine N,N-dimethylsemicarbazone methanol solvate",XINBOM.mol,"[2, 0]",1,0.5599311818585699
HODSOI,1,trans-5-((2-Ethoxyphenyl)diazenyl)quinolin-8-ol,HODSOI.mol,"[3, 0]",1,0.5599323483971445
DUKSIL,1,"(1S-(1α,4aα,7β,7aα))-1-β-D-Glucopyranosyloxy-1,4a,5,6,7,7a-hexahydro-7-methylcyclopenta(c)pyran-4-carbaldehyde monohydrate",DUKSIL.mol,"[3, 4]",1,0.5599524547460124
KIKLAS,1,"Hydrazinediium bis(3,5,6-tricarboxypyrazine-2-carboxylate) hexahydrate",KIKLAS.mol,"[1, 16]",1,0.5600052062505885
YIFTOX,1,(E)-1-(4-Methoxybenzylidene)semicarbazide,YIFTOX.mol,"[2, 4]",1,0.5600387478390327
NADREN,1,(-)-Noradrenaline,NADREN.mol,"[20, 21]",1,0.5600542010048356
MINROS,1,"[1,2,5]Thiadiazolo[3,4-f][1,10]phenanthroline 2,2-dioxide benzene-1,4-diol solvate",MINROS.mol,"[3, 6]",1,0.5600628579199682
LARJAS,1,"3,4,5-triazidopyridine-2,6-dicarbonitrile",LARJAS.mol,"[11, 9]",1,0.5601202369574725
GIZYIY01,1,(2-Furyl)oxoacetamide,GIZYIY01.mol,"[13, 11]",1,0.560131580144036
