Identifier,Index,Chemical Name,Structure File,Coord Atoms,Freq,rsmd
ITEJIA,1,2-Pyridinio 2-pyridyl ketone phenylhydrazone chloride trihydrate,ITEJIA.mol,"[13, 0]",1,0.568020332326564
NESHAV,1,"1,3-dimethylpyrimidine-2,4,5,6(1H,3H)-tetrone 5-(1,3-thiazol-2-ylhydrazone)",NESHAV.mol,"[6, 3]",1,0.5680488869013097
UPAPEH,1,"1,2-Diphenyl-1H-imidazo[4,5-f][1,10]phenanthroline",UPAPEH.mol,"[2, 3]",1,0.5680577147810197
VIHTUD,1,Ammonium 5-carboxypyridine-2-carboxylate monohydrate,VIHTUD.mol,"[5, 0]",1,0.5680807630615564
JAQYEG,1,"(2S,3R)-3-Cyclohexenyl-2-hydroxy-N-phenylbutanamide",JAQYEG.mol,"[35, 37]",1,0.5681697427862933
ODAPIV,1,"2-ethyl-7-(hydroxycarbonoimidoyl)-1-methyl-3H-dipyrrolo[1,2-c:2',1'-f]pyrimidine-3,5-dione dimethyl sulfoxide solvate",ODAPIV.mol,"[0, 1]",1,0.5681710752148482
WAHYIO,1,4-Methyl-1-alphaketoglutaric acid thiosemicarbazone hemihydrate,WAHYIO.mol,"[7, 1]",1,0.5681878147426226
OJOSOV,1,"7,8-Dihydroxy-4-methylcoumarin monohydrate",OJOSOV.mol,"[2, 3]",1,0.5682282990158175
UPOBUY,1,"6-amino-1-(3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-5-((4-nitrophenyl)diazenyl)pyrimidine-2,4(1H,3H)-dione dihydrate",UPOBUY.mol,"[15, 7]",1,0.5682580729312179
ICAPIO,1,"methyl 10a-acetyl-11-hydroxy-9,10,10a,11-tetrahydro-8H-benzo[e]pyrrolo[1,2-a]indole-11-carboxylate",ICAPIO.mol,"[0, 4]",1,0.5683099672230505
VOKBAZ,1,N'-(1-(pyrazin-2-yl)ethylidene)benzohydrazide,VOKBAZ.mol,"[26, 29]",1,0.5683209030014222
CONMEA,1,"N'-[(4-methoxyphenyl)methylidene]-5-methyl-1-phenyl-1H-1,2,3-triazole-4-carbohydrazide",CONMEA.mol,"[37, 35]",1,0.5683290395773334
OCUSOU01,1,"6,7-Dimethyl-1,4-dihydroquinoxaline-2,3-dione",OCUSOU01.mol,"[0, 1]",1,0.5683357546588593
PANHAQ,1,"(1S,2R,3R,4S)-2-((benzoyloxy)methyl)cyclohex-5-en-1,2,3,4-tetrol 1,4-diacetate",PANHAQ.mol,"[4, 6]",1,0.5683427760120024
GERPIF,1,"7-methyl-4-phenyl-3-[4-(trifluoromethyl)phenyl]naphthalene-1,2-dione",GERPIF.mol,"[3, 4]",1,0.5683584539987296
SUMMEU,1,"3-(1,3-Dithiolan-2-ylidene)-7-methylnaphthalene-1,2,4(3H)-trione chloroform",SUMMEU.mol,"[3, 4]",1,0.568368401618165
SATCOG,1,"3-amino-1,3-diazaspiro(4.5)decane-2,4-dione",SATCOG.mol,"[24, 21]",1,0.5683955693051673
TIPHEH,1,"2,2'-[(1,2-dioxoethane-1,2-diyl)bis(iminomethanediyl)]dipyridinium bis(2,6-dinitrobenzoate)",TIPHEH.mol,"[0, 21]",1,0.5683978424161042
AYUJAH,1,"(S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one",AYUJAH.mol,"[3, 7]",1,0.5684325162250672
EZIXUI,1,"N-(3-((5R)-3-amino-2,5-dimethyl-1,1-dioxido-5,6-dihydro-2H-1,2,4-thiadiazin-5-yl)-4-fluorophenyl)-5-fluoropyridine-2-carboxamide",EZIXUI.mol,"[35, 28]",1,0.5684422510352466
IBOVUS,1,"N,N'-1,4-Phenylenebis(2-amino-3-phenylpropanamide)",IBOVUS.mol,"[19, 25]",1,0.5684737799057138
WANSUC,1,N-(3α-hydroxy-5β-cholan-24-oyl)-L-valine,WANSUC.mol,"[0, 8]",1,0.568503200270193
EYIVEN,1,"7-(β-D-Ribofuranosyl)-7H-imidazo(1,2-c)pyrazolo(4,3-e)(1,2,3)triazine",EYIVEN.mol,"[17, 21]",1,0.5685056305824473
POLWUK,1,"4,6-Dinitro-N'-(2,4,6-trinitrobenzylidene)-1H-indazole-1-carbohydrazonamide",POLWUK.mol,"[10, 14]",1,0.568586093985119
GURGAB,1,"1,4-Diallylquinoxaline-2,3(1H,4H)-dione",GURGAB.mol,"[0, 1]",1,0.5685902854565839
WAPMIM,1,"dimethyl 2-(carbamoylamino)-4-hydroxy-1-(4-methylphenyl)-5-oxo-2,5-dihydro-1H-pyrrole-2,3-dicarboxylate",WAPMIM.mol,"[9, 6]",1,0.5686349947409878
QURZUY,1,"Diethyl 4,4a-dihydroxy-6-methoxy-3,4,5,8-tetramethyl-1-oxo-1,4,4a,9a-tetrahydroxanthene-2,7-dicarboxylate",QURZUY.mol,"[3, 4]",1,0.5686379267974392
XANRUB,1,"4-(9H-Carbazol-9-yl)naphthalene-1,2-dione",XANRUB.mol,"[0, 1]",1,0.5687166915792332
HUBCUF,1,ammonium (2-carbamoylpyridine-3-carboxylate) (2-carbamoylpyridine-3-carboxylic acid) dihydrate,HUBCUF.mol,"[3, 4]",1,0.5687689123558917
ACETOS,1,5-((E)-2-Phenylethen-1-yl)quinolin-8-ol,ACETOS.mol,"[1, 0]",1,0.5687823642887361
RAMNOJ,1,Methyl 2-deoxy-α-D-glycero-D-guloseptanoside,RAMNOJ.mol,"[5, 7]",1,0.5687832258282882
NIZTUM,1,Cuprizone,NIZTUM.mol,"[0, 1]",1,0.5687931547891681
EGUPON,1,"6-(dodecylamino)-4-(dodecyliminio)-3-oxocyclohexa-1,5-dien-1-olate methanol solvate",EGUPON.mol,"[4, 1]",1,0.5688118237774508
MIRPAH,1,"(S)-Ethyl 3,3,3-trifluoro-2-hydroxy-2-(1H-indol-3-yl)propanoate",MIRPAH.mol,"[3, 4]",1,0.5688736525650511
LEJCAH,1,"2-(heptan-4-yl)-1H-pyrrolo[3',4':9,10]phenanthro[3,4,5,6-defgh][1,10]phenanthroline-1,3(2H)-dione",LEJCAH.mol,"[4, 3]",1,0.5688867476199861
YAKMUV,1,"2,3-dimethyl-8-(methylamino)quinoline-5,6-dione",YAKMUV.mol,"[3, 4]",1,0.5688988248730579
BODBAX,1,Galiridoside,BODBAX.mol,"[4, 5]",1,0.5690035606943038
ICOJAN,1,"2-(Hydroxymethyl)-6-((2-oxido-2-(pyrrolidin-1-yl)-diazen-1-yl)oxy)tetrahydro-2H-pyran-3,4,5-triol monohydrate",ICOJAN.mol,"[28, 30]",1,0.5690365709470562
RECNUL,1,"ammonium 5-(1,2,4-oxadiazol-3-yl)-1H-tetrazol-1-olate",RECNUL.mol,"[6, 1]",1,0.5691008791741774
YAMJAX,1,Vilmorrianone,YAMJAX.mol,"[1, 2]",1,0.569129704030576
XEDHUM,1,"1-[3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-1H-pyrazol-5-yl]-2,2-dimethylpropan-1-one",XEDHUM.mol,"[7, 8]",1,0.5691520185609419
AXEKIY,1,"1-Acetoxy-1,11a-dihydropancracine",AXEKIY.mol,"[5, 7]",1,0.5692103237515324
BECXEO,1,"dimethyl 4-hydroxypyridine-2,6-dicarboxylate monohydrate",BECXEO.mol,"[0, 13]",1,0.569218345206375
NIZTEY,1,"trimethyl 6-butyl-5-hydroxy-3,4-diazabicyclo[4.1.0]hept-2-ene-2,5,7-tricarboxylate",NIZTEY.mol,"[10, 13]",1,0.569272540514358
PEVJEG,1,"1,10-Phenanthroline-5,6-(12-crown-4)",PEVJEG.mol,"[4, 5]",1,0.5693064932632117
BAGYOY,1,"2,2-dimethylnaphtho(1,2-b)-1,2-dihydrofuran-4,5-dione",BAGYOY.mol,"[1, 2]",1,0.5693083078501373
ENOKAU,1,"4a-Ethyl-2-phenyl-1,2,3,4,4a,9,10,10a-octahydrophenanthrene-2,3,7-triol",ENOKAU.mol,"[20, 21]",1,0.5693402549507967
LUPJIQ,1,"Thiazolo(5,4-d)thiazole-2,5-dicarboxylic acid dihydrate",LUPJIQ.mol,"[4, 9]",1,0.5693708968548341
XAPBIC,1,diethyl 2-acetamido-2-(2-(difluoromethylene)-4-phenylbut-3-yn-1-yl)malonate,XAPBIC.mol,"[0, 5]",1,0.569383626541384
FALLEN,1,2-(2-{4-(diethylamino)-2-[2-(morpholin-4-yl)ethoxy]phenyl}ethenyl)quinolin-8-ol monohydrate,FALLEN.mol,"[1, 4]",1,0.5693840260558461
UDOWOA,1,"4-(N-Methylbenzylamino)-3-methyl-1-p-tosylindole-6,7-dione",UDOWOA.mol,"[1, 2]",1,0.569432264772591
WAFHAO01,1,"piperazine-2,3,5,6-tetraone",WAFHAO01.mol,"[0, 7]",1,0.5695238850820767
OMUNOA,1,"4-(4-Methylphenyl)benzo[g]quinoline-5,10-dione",OMUNOA.mol,"[6, 0]",1,0.5695258437649922
KUNLAJ,1,"2,3-diethoxy-3-hydroxy-2-phenyl-2,3-dihydro-4H-1-benzopyran-4-one",KUNLAJ.mol,"[7, 2]",1,0.5695316952535527
IXEGOH,1,"2,7-Di-t-butyl-pyrene-4,5-dione dichloromethane solvate",IXEGOH.mol,"[0, 1]",1,0.5695378477306993
KIXFIH01,1,"5-hydroxy-7-(4-hydroxyphenyl)-2,2-dimethyl-2H,6H-benzo[1,2-b:5,4-b']dipyran-6-one",KIXFIH01.mol,"[3, 1]",1,0.5695401163758059
WOMWOM,1,"2,5-dihydroxy-3-methylhexahydro-5'H,6H-spiro[bicyclo[3.2.1]octane-8,8'-indolizin]-6-one",WOMWOM.mol,"[43, 42]",1,0.5695485332687016
HINQOK,1,"2,6-bis(2-(2-Pyridyl)-4-pyrimidyl)pyridine chloroform solvate",HINQOK.mol,"[1, 4]",1,0.5696289998705251
DAWYAE,1,"1-[(2,6-difluorophenyl)methyl]-5-(trifluoromethyl)-1H-1,2,3-triazole-4-carboxamide",DAWYAE.mol,"[3, 4]",1,0.5696892039104945
HAHJAC,1,5-(4'-(Dimethylamino)phenylazo)-8-hydroxyquinoline,HAHJAC.mol,"[0, 4]",1,0.5697781162831334
WEHSOR,1,2-Acetamido-2-deoxy-β-D-glucopranosylnitromethane monohydrate,WEHSOR.mol,"[1, 2]",1,0.5697846569468196
WUGLIV,1,"1,4-dibutylidene-3-hydroxy-3-(2-(2-hydroxyethyl)phenyl)-5,8-dimethoxy-3,4-dihydronaphthalen-2(1H)-one",WUGLIV.mol,"[60, 61]",1,0.5698237299309732
BOSMUS,1,"1,5-Diaminoanthracene-9,10-dione",BOSMUS.mol,"[8, 7]",1,0.5698964447454055
KAFLEI01,1,"7,8,15,16-Tetra-azadibenzo(b,n)perylene monohydrate",KAFLEI01.mol,"[16, 23]",1,0.5699097006336367
GUQHUW,1,"2,5-Dimethyl-1,4-benzoquinone biphenyl-2,2'-diol",GUQHUW.mol,"[10, 22]",1,0.5699262982163792
KUPBUU,1,"bis(3,3,3-Trinitropropyl)oxalamide",KUPBUU.mol,"[0, 21]",1,0.5699825430629282
MAWLAX,1,"cis-1,4,7,10-Tetra-aza-tetracyclo(5.5.2.04,14.010,13)tetradeca-2,3-dione",MAWLAX.mol,"[0, 1]",1,0.5700249679187915
CUDRUR,1,4-chloroanilinium quinoline-2-carboxylate,CUDRUR.mol,"[0, 2]",1,0.5700319003183675
QEKFOE,1,"4-[3,5-bis(2-hydroxyphenyl)-1H-1,2,4-triazol-1-yl]benzoic acid pyridine-4-carboxamide",QEKFOE.mol,"[9, 2]",1,0.570043456205099
YAWXOJ,1,"5,6,7,8-Tetrahydro-6-hydroxy-8-hydroperoxy-2,2,6,8-tetramethyl-7-methylenechroman-5-one",YAWXOJ.mol,"[8, 11]",1,0.5700583616185229
QIZGOY,1,3-aminopyrazine-2-carbohydrazide,QIZGOY.mol,"[8, 13]",1,0.5701253870232807
ZOXMAA,1,Rhinacanthone,ZOXMAA.mol,"[0, 1]",1,0.5702307670686725
OFIKOG,1,2-(4-methoxyphenyl)-4-phenylquinolin-8-ol,OFIKOG.mol,"[2, 1]",1,0.5702897280865522
TOSJAM01,1,ethyl 1-hydroxy-4-phenyl-2-naphthoate,TOSJAM01.mol,"[34, 36]",1,0.5703644777415017
NITWUJ,1,"(1S,2S,8S,8aR)-Octahydro-1,2,8-indolizinetriol hydrochloride",NITWUJ.mol,"[24, 26]",1,0.5703835672606854
DAZVUY,1,"2,2,2-trifluoroethyl 3-amino-1-oxo-1H-indene-2-carboxylate",DAZVUY.mol,"[3, 4]",1,0.570404497164304
JOCLIY,1,"(2S,5S)-4-hydroxy-5-(hydroxymethyl)-10,4,40,5-tet-rahydro-3H-spiro[furan-2,30-pyrrolo[2,1-c][1,4]oxazi-ne]-60-carb-aldehyde",JOCLIY.mol,"[4, 3]",1,0.570421862505577
MEGDUY,1,Pyrazinamide-4-N-oxide,MEGDUY.mol,"[0, 6]",1,0.5704244685720993
DALZEW,1,2-(Diphenylphosphino)picolinamide sulfide,DALZEW.mol,"[6, 2]",1,0.5704605018755917
DOGPEV,1,"(-)-(3R,4R)-3-Methyl-2-oxo-N-phenyl-4-(thiophen-3-yl)-4-(thiophene-2-sulfonamido)butanamide dichloromethane solvate",DOGPEV.mol,"[5, 8]",1,0.5705177548965105
NUGVER,1,"1-((4-Methylphenyl)sulfonyl)-2-phenyl-1,2,3,10b-tetrahydropyrimido[2,1-a]isoindole-4,6-dione",NUGVER.mol,"[1, 2]",1,0.5705216618086209
GEVCIU,1,"N-Amidinio-3,5,5-trimethyl-2-pyrazoline-1-carboxamidine chloride",GEVCIU.mol,"[0, 6]",1,0.5705233210227806
JOCSOM,1,"2-[(3,4-dihydroxyoxolan-2-yl)(hydroxy)methyl]quinazolin-4(3H)-one",JOCSOM.mol,"[0, 4]",1,0.5705305139230632
KOVSOG,1,methyl cyclohexyl(hydroxy)(4-methoxyphenyl)acetate,KOVSOG.mol,"[0, 2]",1,0.5705363886075938
CIVDAM10,1,"(-)-(5R,6S)-5-Ethenyl-6-(β-D-glucopyranosyloxy)-5,6-dihydro-1H,3H-pyrano(3,4-c)pyran-1-one hemihydrate",CIVDAM10.mol,"[4, 5]",1,0.5705424224432061
WUXYEV,1,"3,3-Dimethyl-1-phenyl-1H-indole-2,5,6(3H)-trione",WUXYEV.mol,"[0, 1]",1,0.5705462995868756
QABWAV,1,"ethyl 4-(1,10-phenanthrolin-5-yl)benzoate",QABWAV.mol,"[2, 3]",1,0.5705705458042636
JEHDEF,1,"(4R*,5S*,6R*,10R*)-4,6-Dihydroxy-2-methoxy-3-methylidene-10-((E)-prop-1-enyl)-2-azaspiro(4,5)dec-8-en-1,7-dione",JEHDEF.mol,"[33, 34]",1,0.570602081420305
ROFTOW,1,"N-(1,10-Phenanthrolin-5-yl)-4-(2-pyridyl)benzamide monohydrate",ROFTOW.mol,"[1, 2]",1,0.5706788133425295
PUZCUK,1,N-(1H-Benzimidazol-2-ylmethyl)-2-(2-hydroxybenzylidene)-1-phenylhydrazinecarboxamide ethanol solvate,PUZCUK.mol,"[3, 5]",1,0.5707284970385242
KUVDAG,1,"5,6,7,8,9,10-Hexahydrocyclo-octano(b)pyridine-2-carboxylic acid methyl ester",KUVDAG.mol,"[0, 27]",1,0.5707289918719123
XEBRUT,1,"Diethyl pyrazine-2,5-dicarboxylate",XEBRUT.mol,"[0, 2]",1,0.5707622247504153
WETGAE,1,amidinoformic acid,WETGAE.mol,"[0, 4]",1,0.570815039467049
ULEVOX,1,t-Butyl 2-hydroxy-3-(((4-methylphenyl)sulfonyl)amino)butanoate,ULEVOX.mol,"[39, 38]",1,0.5708348147071497
RAGTEB,1,"ethyl 1-hydroxy-2,6-dimethyl-3,5,7-trioxo-1,2,3,5,6,7-hexahydropyrrolo[3,4-f]isoindole-1-carboxylate",RAGTEB.mol,"[0, 6]",1,0.5708648447346574
CITRIG01,1,Methyl β-carboline-3-carboxylate,CITRIG01.mol,"[3, 0]",1,0.5708795244856457
MUGYOF,1,"3-(benzylselanyl)-2,2-dimethyl-3,4-dihydro-2H-naphtho[1,2-b]pyran-5,6-dione",MUGYOF.mol,"[2, 3]",1,0.5708913546596492
KASPEZ,1,Aegyptinone A,KASPEZ.mol,"[0, 1]",1,0.5709069815956213
DUBSUP,1,(6R*)-6-[(R*)-Hydroxy(phenyl)methyl]-2-piperidinone,DUBSUP.mol,"[9, 0]",1,0.5709340645188533
QEKJIC,1,"4-ethoxypyridine-2,6-dicarboxylic acid monohydrate",QEKJIC.mol,"[0, 19]",1,0.5709480515807696
WOTKEX,1,"1,3,9-trimethyl-7-phenylpyrimido[4',5':4,5]pyrrolo[1,2-b]pyridazine-2,4(1H,3H)-dione",WOTKEX.mol,"[0, 2]",1,0.5709813392645204
ESIVIN,1,methyl 4-(2-(8-hydroxyquinolin-2-yl)vinyl)benzoate,ESIVIN.mol,"[0, 1]",1,0.5710172505221591
BUXWIA,1,Methoxyiminomalonic acid monohydrate,BUXWIA.mol,"[2, 5]",1,0.5710487460690808
JAFFIF,1,t-Butyl β-carboline-3-carboxylate,JAFFIF.mol,"[1, 16]",1,0.5710915484314056
FALMIS,1,"4-amino-5,6-di-t-butyl-3-nitrocyclohex-3-ene-1,2-dione",FALMIS.mol,"[0, 3]",1,0.5711023949701722
HOTTEP,1,Methyl 9-(t-butoxycarbonylamino)-9-fluorenecarboxylate,HOTTEP.mol,"[16, 40]",1,0.5711165105790854
CETYUX,1,"4-Isopropyl-1,6-dimethyl-5,6,7,8,9,10-hexahydrobenzo[10]annulene-5,6-diol",CETYUX.mol,"[0, 2]",1,0.5711177733509962
MIFWOQ,1,"1-benzyl-1,4-dihydroquinoxaline-2,3-dione",MIFWOQ.mol,"[0, 1]",1,0.5711596042810845
MISYET,1,"1-Butyl-6-methylfuro[3,4-c]quinoline-3,4(1H,5H)-dione",MISYET.mol,"[2, 1]",1,0.5712023692234569
KIBXOL,1,"ammonium 5-(4-azido-1,2,5-oxadiazol-3-yl)-1H-tetrazol-1-olate",KIBXOL.mol,"[8, 6]",1,0.5712340831125134
GOKDAM,1,"3α,7α,12α-Trihydroxy-5β-cholan-24-hydrazide hemihydrate",GOKDAM.mol,"[64, 68]",1,0.5712864048362324
ZIZYIT,1,"17,18-dihydroxypentacyclo[6.6.6.02,7.09,14.015,20]icosa-2,6,9,13,15,17,19-heptaene-4,5,11,12-tetrone tetrahydrofuran solvate",ZIZYIT.mol,"[4, 5]",1,0.5712950230701498
JAXGEX,1,pyridine-2-carbohydrazonamide,JAXGEX.mol,"[10, 11]",1,0.5712957518285195
TEDJIV,1,"Methyl 4,6-dideoxy-4-(3-deoxy-L-glycero-tetronamido)-2-O-methyl-α-D-mannopyranoside monohydrate",TEDJIV.mol,"[27, 33]",1,0.5713022238812867
ICACIN,1,Icacine,ICACIN.mol,"[12, 11]",1,0.5713165798078029
BOQVUB,1,"3-(2-hydroxybenzoyl)-7,8-dimethoxybenzo[g]quinoline-5,10-dione trifluoroacetic acid monohydrate",BOQVUB.mol,"[2, 7]",1,0.5713359948762511
VEKNEG,1,"1(2,5)-pyridina-4(1,4)-benzenacyclohexaphane-16-carboxamide",VEKNEG.mol,"[22, 32]",1,0.5713454806563898
WOVXIO,1,"Phenazine-2,3-diamine",WOVXIO.mol,"[0, 23]",1,0.5713849408216892
MUKBEA,1,"3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one ethanol clathrate",MUKBEA.mol,"[5, 6]",1,0.5714197972525918
TEBMAO,1,4-(2-(1-Methyl-4-pyridinium)ethenyl)phenol 2-amino-5-nitrophenol,TEBMAO.mol,"[16, 22]",1,0.571534774909662
LUJJAC,1,"(2,3,4,5-Tetrahydroxytetrahydro-2H-pyran-2-yl)methanaminium acetate",LUJJAC.mol,"[7, 9]",1,0.5715392499918682
AXAQIA,1,"(4R,11R)-9-(1-hydroxypropan-2-yl)-4,11-diphenyl-1,3,5,7,9-pentaazatricyclo[5.3.1.04,11]undecane-2,6-dithione",AXAQIA.mol,"[41, 48]",1,0.5715429913016695
RIMMUX01,1,"6,7-dihydroxy-5',5',6-trimethyl-3-methylidenehexahydro-3H,3'H-spiro[1-benzofuran-2,2'-oxolan]-3'-one",RIMMUX01.mol,"[35, 37]",1,0.571570068595445
OGAPET,1,"N1,N1'-(1,4-Phenylenedimethylylidene)dibenzene-1,2-diamine",OGAPET.mol,"[0, 1]",1,0.5715850209304006
FINBUB,1,"N-((2-(1,3-Dithiol-2-ylidene)-1,3-dithiol-4-yl)methylene)-1,10-phenanthrolin-5-amine",FINBUB.mol,"[4, 5]",1,0.5715855980384665
JEQZUB,1,"meso-(+-)-(4R,5R,6S,7S)-Decane-4,5,6,7-tetraol",JEQZUB.mol,"[0, 2]",1,0.5715926580176642
HBAZOO10,1,"(2SR,αSR)-2-(α-Hydroxybenzyl)-1-azabicyclo(2.2.2)octan-3-one",HBAZOO10.mol,"[33, 32]",1,0.57160977436618
PAVNAE,1,"4-[3-(1H-benzimidazol-2-yl)-4-oxo-1,2,3,4-tetrahydroquinazolin-2-yl]benzonitrile",PAVNAE.mol,"[42, 38]",1,0.5716511153532117
DECLEC,1,"cis-1,6-Dimethyl-4-oxo-1,6,7,8,9,9a-hexahydro-4H-pyrido(1,2-a)pyrimidine-3-carboxamide",DECLEC.mol,"[3, 10]",1,0.5716947209333142
ZERHOT,1,6-Benzylamino-β-carboline-3-carboxlic acid methyl ester ethyl acetate solvate,ZERHOT.mol,"[1, 16]",1,0.571834441527666
UPOCOT,1,"6-amino-1-(3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione",UPOCOT.mol,"[3, 1]",1,0.5718634150189399
POVLUJ,1,"di-potassium 5,5'-(1,2,5-oxadiazole-3,4-diyl)bis(1H-tetrazol-1-olate) dihydrate",POVLUJ.mol,"[7, 0]",1,0.5718656680197837
YOWNOQ,1,"(S)-1-((2S,6R)-6-hydroxy-5-oxo-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-2-yl)heptyl acetate monohydrate",YOWNOQ.mol,"[0, 1]",1,0.5718937954236737
CACQAA,1,"N-(1H-Tetrazol-5-yl)-1,2-benzothiazol-3-amine 1,1-dioxide",CACQAA.mol,"[11, 21]",1,0.5720105696146416
VUNPAV,1,Methyl 2-(β-D-ribofuranosyl)thiazole-4-carboximidate,VUNPAV.mol,"[10, 11]",1,0.572041050628158
FAWFER,1,"2,2-dimethyl-3-(4-tridecyl-1H-1,2,3-triazol-1-yl)-2,3-dihydronaphtho[1,2-b]furan-4,5-dione",FAWFER.mol,"[0, 4]",1,0.5720688507497129
EJEXAT,1,(S)-N-(Pyridin-2-ylcarbonyl)alanine,EJEXAT.mol,"[15, 10]",1,0.5720707402759972
GAKYEA,1,phomopone A,GAKYEA.mol,"[0, 1]",1,0.5720838563369444
MIVQEN,1,"8-Des-ethyl-N,N'-carbonyl-krypto-pyrromethenone dichloromethane solvate",MIVQEN.mol,"[0, 1]",1,0.5720898302645524
TUKMAQ,1,"3,4-dimethyl-3,4-dihydrobenzo[g]quinoline-2,5,10(1H)-trione",TUKMAQ.mol,"[3, 0]",1,0.5721023715253494
AVUTOA,1,β-1-N-Propionamido-D-glucopyranose,AVUTOA.mol,"[1, 3]",1,0.5721649119038096
WERJAH,1,"1-methyl-4-(prop-1-en-2-yl)cyclohexane-1,2-diol monohydrate",WERJAH.mol,"[16, 14]",1,0.5722276835202054
JAYREJ,1,"12-ethyl-9,19-dihydroxy-17-methoxy-14-methyl-5-oxa-12-azahexacyclo[8.7.2.12,6.01,11.03,9.014,18]icosan-4-one",JAYREJ.mol,"[57, 59]",1,0.5722589045131766
AGIGUV,1,ethyl 3-({N-[(benzyloxy)carbonyl]glycyl}amino)prop-2-enoate,AGIGUV.mol,"[23, 17]",1,0.5722910614267875
RALTEE,1,"8,9-Dihydro-1,6-dimethylphenanthro(1,2-b)furan-10,11-dione",RALTEE.mol,"[3, 8]",1,0.5723086918952623
TUKLUJ,1,"2,3,4,4a,6,12b-hexahydrobenzo[b]phenanthridine-5,7,12(1H)-trione",TUKLUJ.mol,"[33, 0]",1,0.5723426259041592
OLIJAU,1,8-Amino-4-isobutoxy-2-methoxycarbonylquinoline,OLIJAU.mol,"[12, 18]",1,0.5723719511291108
QAGSEZ,1,"ethyl 4-(hydroxymethyl)-5H-pyrimido[5,4-b]indole-2-carboxylate",QAGSEZ.mol,"[5, 28]",1,0.5723994919395852
HMITZC,1,4-Hydroxymethyl-isothiazole-3-carboxylic acid,HMITZC.mol,"[1, 8]",1,0.5724510336910401
SEJZIQ,1,"4-N-Morpholino-1,2-naphthaquinone",SEJZIQ.mol,"[0, 1]",1,0.5724825176699984
KIDTEY,1,"3,4-diaminopyridinium dihydrogen phosphate",KIDTEY.mol,"[1, 2]",1,0.5724915128074197
JUPNEQ,1,"1-O-(2,6-dimethylbenzoyl)-β-D-mannopyranoside",JUPNEQ.mol,"[16, 18]",1,0.5725416365109555
AHUMIA,1,"exo-Ethyl 6,6-bis(4-methoxyphenyl)-5-oxo-3-phenyltetrahydrocyclopropa[3,4]pyrrolo[1,2-c][1,3]oxazole-5a(5H)-carboxylate",AHUMIA.mol,"[36, 26]",1,0.5725457099839174
ODELIS,1,"(1S,2S,6S,7S)-1,6-Diaza-4,9-dioxa-2,7-bis(methoxycarbonyl)bicyclo[4.4.1]undecane",ODELIS.mol,"[7, 4]",1,0.5726173232739715
GUYCAH,1,"bis(2,1,3-benzothiadiazole-4,7-dicarbonitrile) 2,3-diaminobenzene-1,4-dicarbonitrile",GUYCAH.mol,"[2, 5]",1,0.5726474899875065
RIZSIC,1,"(4S*,5S*,6S*)-1,7-Dioxaspiro(5.5)undecane-4,5-diol",RIZSIC.mol,"[1, 2]",1,0.5726490284360631
VISVEB,1,"2-[2-({4-[5-(aminomethyl)-2-oxo-1,3-oxazolidin-3-yl]phenyl}amino)ethoxy]acetohydrazide",VISVEB.mol,"[3, 12]",1,0.5726806268373957
GIDLUB,1,"5-Chloro-3H-benzoxazol-2-one 2,4-dihydroxybenzoic acid",GIDLUB.mol,"[10, 12]",1,0.5727097926600995
DXSORF,1,6-Deoxy-α-L-sorbofuranose,DXSORF.mol,"[7, 8]",1,0.5727163478939817
SAGLAQ,1,"t-Butyl 2,2-diazido-3-oxo-3-phenylpropanoate",SAGLAQ.mol,"[4, 7]",1,0.5727551384944679
DIWKOK01,1,"4-n-Propyl-3,4-dihydro-2H-naphtho(1,2-b)pyran-5,6-dione",DIWKOK01.mol,"[0, 1]",1,0.5727621763331642
LAPXEG,1,"2-(6-(5-amino-1H-1,2,4-triazol-1-yl)-6-oxohexyl)-1H-isoindole-1,3(2H)-dione",LAPXEG.mol,"[9, 6]",1,0.572764864459276
MAGRUL,1,"2,4,7-trinitrophenanthrene-9,10-dione phenanthrene",MAGRUL.mol,"[4, 5]",1,0.5727787499478394
KENRUS,1,"Methyl 3,4,5-trihydroxytetrahydro-2H-thiopyran-2-carboxylate",KENRUS.mol,"[1, 11]",1,0.5727920565693031
ZEQSAS,1,"N,N'-(1,10-phenanthroline-5,6-diyl)bis(1,3-dimethyltetrahydropyrimidin-2(1H)-imine)",ZEQSAS.mol,"[6, 7]",1,0.5728222023559669
JIJZAG,1,"3,12-dihydroxy-10-(2-hydroxybutan-2-yl)-4,4,6a,13b-tetramethyl-7-methylidenehexadecahydro-11H-cyclonona[a]naphthalen-11-one",JIJZAG.mol,"[6, 2]",1,0.5728255748020042
KUHZIY,1,"3,8-bis(4-t-Butylphenyl)-1,10-phenanthroline-5,6-dione",KUHZIY.mol,"[4, 15]",1,0.572909152029341
